fontecontato,ranking,score,idusuarioinclusao,idinterno,tipopessoa,cnpjcpf
Indicação,5,,1223,1626672,Jurídica,16403026000110
ERP,1,1.0,1187,845440,Jurídica,11659958000105
ECONODATA,0,,1752,1534855,Jurídica,05241326000124
ECONODATA,0,,1752,1652266,Jurídica,26263397000106
ERP,1,1.0,1187,844209,Jurídica,18508666000110
ERP,0,,1187,845632,Jurídica,21544778000131
ERP,1,1.0,1187,1869203,Jurídica,23089825000120
Indicação,0,,2795,2630124,Jurídica,22825952000187
ECONODATA,0,,1752,1534641,Jurídica,19107738000180
Ligação / Visita Receptiva/ Cliente Contatou,0,,1298,2582308,Jurídica,00949114000182
ERP,1,1.0,1187,845521,Jurídica,14467951000180
ECONODATA,0,,1328,2171763,Jurídica,
Indicação,0,,1226,2156748,Jurídica,04925022000113
ERP,1,1.0,1187,1202918,Jurídica,82240821000160
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1660105,Jurídica,
ERP,0,,1187,1823534,Jurídica,01623434000100
ECONODATA,0,,1752,1665237,Jurídica,22575675000100
ERP,1,1.0,1187,844693,Jurídica,06122920000169
ERP,1,1.0,1187,844079,Jurídica,00566845000149
Indicação,0,,1298,2431851,Jurídica,88766266000190
Indicação,0,,1350,1202866,Jurídica,01753491000104
Ações de Marketing (Feira),0,,1350,1543254,Jurídica,05322464000138
Indicação,0,,1298,2182295,Jurídica,07523023000120
ECONODATA,0,,1752,1534896,Jurídica,10844412000161
ERP,1,1.0,1187,841709,Jurídica,02433889000126
ERP,1,1.0,1187,843117,Jurídica,05298967000115
Ações de Marketing (Internet/Site),0,,1328,946375,Jurídica,82667932000157
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1393830,Jurídica,00691450000178
ECONODATA,0,,1752,1656575,Jurídica,35345882000101
ERP,1,1.0,1187,2618826,Jurídica,41539725000130
Indicação,0,,1328,916417,Jurídica,01526949000192
ECONODATA,0,,1752,1524592,Jurídica,05846783000142
ECONODATA,0,,1752,1603616,Jurídica,07928748000106
Ações de Marketing (Feira),0,,1718,1426904,Jurídica,76518356000183
Indicação,0,,2912,2282980,Jurídica,27866666000183
ERP,1,1.0,1187,845227,Jurídica,12525361000130
ERP,1,1.0,1187,841990,Jurídica,00068691000165
Indicação,0,,1328,2580500,Jurídica,91536284000190
Indicação,0,,1328,2573594,Jurídica,
ERP,1,1.0,1187,841373,Jurídica,44199529000151
Prospecção Ativa- Vendas Internas,0,,2795,2507198,Jurídica,12601725000114
ERP,1,1.0,1187,844284,Jurídica,14253501000194
ERP,1,1.0,1187,2637981,Jurídica,33609468000137
ERP,1,1.0,1187,841198,Jurídica,61016861000152
Ações de Marketing (Feira),0,,1718,1430090,Jurídica,56369960000188
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,2561950,Jurídica,22928522000190
ERP,1,1.0,1187,843144,Jurídica,51120079000125
Prospecção Ativa- Vendas Internas,0,,1226,2405386,Jurídica,00116645000194
ERP,1,1.0,1187,841978,Jurídica,85325058000168
ERP,1,1.0,1187,841268,Jurídica,88624242000105
Ações de Marketing (Internet/Site),0,,1225,1432779,Jurídica,90316407000115
Indicação,0,,1328,2651247,Jurídica,
ERP,0,,1187,843061,Jurídica,12573971000100
Ações de Marketing (Internet/Site),0,,1331,2659815,Jurídica,21886538000115
ERP,0,,1187,842549,Jurídica,01355480000176
ECONODATA,0,,1241,2620550,Jurídica,12638313000159
ERP,0,,1187,843470,Jurídica,09136555000130
Ações de Marketing (Feira),0,,1188,1404256,Jurídica,01843568000137
ERP,0,,1187,845597,Jurídica,00297635000100
Ações de Marketing (RD Station),0,,1189,2604023,Jurídica,34081121000127
ERP,0,,1187,1261746,Jurídica,32841797000146
Ligação / Visita Receptiva/ Cliente Contatou,0,,1355,2096334,Jurídica,04352933000107
ECONODATA,0,,1752,1603481,Jurídica,15110291000148
ERP,1,1.0,1187,845566,Jurídica,07128161000104
Indicação,0,,1241,2424346,Jurídica,61435384000160
ERP,1,1.0,1187,845570,Jurídica,84709955001699
Ações de Marketing (RD Station),0,,1241,2635094,Jurídica,
ECONODATA,0,,1752,1524653,Jurídica,20802002000101
ERP,1,1.0,1187,841144,Jurídica,05690107000122
Indicação,0,,1241,2496592,Jurídica,13240830000138
ERP,0,,1187,842932,Jurídica,07584373000104
ECONODATA,0,,1752,1601159,Jurídica,07375404000109
ERP,0,,1187,842457,Jurídica,58270687000165
ECONODATA,0,,1752,1545946,Jurídica,10351279000101
ERP,1,1.0,1350,2591222,Jurídica,30688827000109
Indicação,0,,1328,2564004,Jurídica,
Indicação,0,,1718,2642169,Jurídica,29261458000186
ERP,1,1.0,1187,845550,Jurídica,42275677000182
ECONODATA,0,,1752,1545906,Jurídica,93880573000138
ERP,1,1.0,1187,2439768,Jurídica,02700548000170
Indicação,0,,1241,2604283,Jurídica,43002724000187
ECONODATA,0,,1752,1545888,Jurídica,12423710000103
Ações de Marketing (Feira),0,,1718,1430061,Jurídica,57497539000115
Ligação / Visita Receptiva/ Cliente Contatou,0,,1527,1529078,Jurídica,02900946000130
ERP,0,,1187,842129,Jurídica,01642387000142
ERP,0,,1187,843782,Jurídica,00199301000196
ERP,1,1.0,1187,841293,Jurídica,01200164000125
ERP,0,,1187,845495,Jurídica,75223875000151
Indicação,0,,1328,2650326,Jurídica,
ECONODATA,0,,1752,2423124,Jurídica,32522144000102
ERP,3,1.0,1187,842663,Jurídica,83141507000273
ERP,1,1.0,1187,845062,Jurídica,10505954000100
Indicação,0,,1856,2367422,Jurídica,
ERP,0,,1187,843145,Jurídica,71619928000105
ERP,1,1.0,1187,844498,Jurídica,16652685000190
ERP,1,1.0,1187,843268,Jurídica,02544794000180
Ações de Marketing (Feira),0,,1718,1435074,Jurídica,05947370000154
Prospecção Ativa- Vendas Internas,0,,2795,2436852,Jurídica,07072615000172
ECONODATA,0,,1752,1656731,Jurídica,20135362000105
ERP,1,1.0,1187,2019038,Jurídica,26137597000104
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,2215825,Jurídica,
ERP,1,1.0,1187,842868,Jurídica,67213983000115
ECONODATA,0,,1752,1603632,Jurídica,12341128000106
ECONODATA,0,,1752,1534868,Jurídica,07385698000150
ERP,1,1.0,1187,844507,Jurídica,15405011000129
ECONODATA,0,,1752,1534873,Jurídica,07891639000153
ECONODATA,0,,1752,1643324,Jurídica,18022232000106
ERP,1,1.0,1187,845503,Jurídica,05440065000171
ERP,1,1.0,1187,843491,Jurídica,04040397000104
ERP,1,1.0,1187,841384,Jurídica,04158604000111
ERP,1,1.0,1187,843805,Jurídica,74129792000135
ECONODATA,0,,1752,2154802,Jurídica,04554504000104
Ações de Marketing (Internet/Site),0,,1241,2189392,Jurídica,60191244000120
ERP,1,1.0,1187,2659515,Jurídica,07013296000124
Ligação / Visita Receptiva/ Cliente Contatou,0,,1289,1464557,Jurídica,02403175000175
ERP,1,1.0,1856,2620737,Jurídica,01295931000127
Ações de Marketing (Feira),5,,1188,1529321,Jurídica,
ERP,1,1.0,1187,1745306,Jurídica,11820839000192
Prospecção Ativa- Vendas Internas,0,,3515,2663457,Jurídica,14882326000102
Ligação / Visita Receptiva/ Cliente Contatou,0,,1355,1968394,Jurídica,03296613000106
Ações de Marketing (Internet/Site),0,,1350,1190354,Jurídica,03569026000143
ERP,1,1.0,1187,842337,Jurídica,95852547000121
Indicação,0,,2912,2183863,Jurídica,01783239000148
Prospecção Ativa- Vendas Internas,0,,2795,2673505,Jurídica,08304706000230
ERP,1,1.0,1187,844551,Jurídica,18371881000112
Indicação,0,,1328,2649320,Jurídica,24185630000146
ERP,1,1.0,1187,843375,Jurídica,02927219000166
Ligação / Visita Receptiva/ Cliente Contatou,2,,1242,1658328,Jurídica,09350772000128
Ações de Marketing (Internet/Site),0,,3002,3442927,Jurídica,27894766000113
ECONODATA,0,,1752,1665245,Jurídica,30646320000184
ECONODATA,0,,1752,1534951,Jurídica,71329015000146
ECONODATA,0,,1752,1643356,Jurídica,25321296000173
ECONODATA,0,,1752,1603605,Jurídica,05026043000160
ECONODATA,0,,1752,1652305,Jurídica,32744452000174
ECONODATA,0,,1752,1652309,Jurídica,32915179000101
ECONODATA,0,,1752,1629440,Filial,06974112000120
ERP,1,1.0,1187,844850,Jurídica,78811395000108
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1655623,Jurídica,
ERP,0,,1187,843535,Filial,51378511000182
ECONODATA,0,,1328,2413569,Jurídica,
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1541337,Jurídica,15162686000194
ERP,1,1.0,1187,841199,Jurídica,03313717000181
Prospecção Ativa- Vendas Internas,0,,1752,1643292,Jurídica,32395822000105
ERP,0,,1187,845546,Jurídica,76343748000159
Ações de Marketing (Internet/Site),0,,1328,945242,Jurídica,85184828000108
ECONODATA,0,,1752,1651606,Jurídica,27680377000195
ECONODATA,0,,1752,1629316,Jurídica,32482331000100
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1535226,Jurídica,72195324000133
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1424730,Jurídica,
ERP,1,1.0,1187,842875,Jurídica,50185891000176
ECONODATA,0,,1752,1629328,Jurídica,01512543000150
ERP,1,1.0,1187,2525977,Jurídica,34091080000150
ECONODATA,0,,1752,1629238,Jurídica,01688452000170
ECONODATA,0,,1752,1872710,Jurídica,28386305000100
Indicação,0,,1328,918530,Jurídica,11002510000114
ERP,1,1.0,1187,844988,Jurídica,01371166000187
ERP,1,1.0,1187,845439,Jurídica,77152338000193
Indicação,0,,1328,2182106,Jurídica,
Indicação,0,,1328,1260690,Jurídica,04523448000140
ERP,1,1.0,1187,844614,Jurídica,03705465000136
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,2176985,Jurídica,15397093000107
ERP,1,1.0,1331,2017722,Jurídica,80215213000170
ERP,1,1.0,1187,843498,Jurídica,05637176000172
Ações de Marketing (Internet/Site),0,,1331,1882350,Jurídica,18135410000105
ERP,1,1.0,1187,2307573,Jurídica,13436938000109
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1575475,Jurídica,27201759000199
Ligação / Visita Receptiva/ Cliente Contatou,0,,1331,1466682,Jurídica,05368597000307
ERP,1,1.0,1187,845036,Jurídica,14939149000145
Indicação,0,,1331,1312519,Jurídica,01243824000155
Ações de Marketing (Internet/Site),0,,1331,1310507,Física,
ECONODATA,0,,1752,1665213,Jurídica,08202223000143
Ações de Marketing (Feira),0,,1718,1426549,Jurídica,23809368000109
ERP,1,1.0,1187,1260685,Jurídica,22360139000189
ECONODATA,0,,1752,1545931,Jurídica,06107187000103
ERP,1,1.0,1187,845400,Jurídica,82643537000134
Ações de Marketing (Internet/Site),0,,1527,1822858,Jurídica,01611622000119
Indicação,0,,1527,2168945,Jurídica,28592765000187
ERP,1,1.0,1187,844019,Jurídica,08662965000151
ERP,1,1.0,1187,844754,Jurídica,85134096000133
Indicação,0,,1718,2629027,Jurídica,27009154000109
ECONODATA,0,,1752,1628740,Jurídica,30278459000112
Indicação,0,,1241,2644881,Física,32006753819
ERP,0,,1187,842161,Jurídica,47034509000119
ECONODATA,0,,1241,2642965,Jurídica,15022822000140
ECONODATA,0,,1241,2591169,Jurídica,37828369000105
ERP,1,1.0,1187,2686650,Jurídica,35431363000166
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1341519,Jurídica,54423017000180
Ações de Marketing (Feira),0,,1718,1428919,Jurídica,12297025000188
ERP,1,1.0,1527,2700237,Jurídica,41539467000191
ECONODATA,0,,1241,2620624,Jurídica,11433542000174
Ações de Marketing (Internet/Site),0,,1241,2190937,Jurídica,14610107000166
Ações de Marketing (Feira),0,,1328,906756,Jurídica,10762957000129
ERP,1,1.0,1187,842128,Jurídica,08369406000158
Ações de Marketing (Feira),0,,1718,1428113,Jurídica,76462548000115
Prospecção Ativa- Vendas Internas,0,,2795,2643318,Jurídica,36347918000159
Ações de Marketing (Feira),0,,1328,901357,Jurídica,78618261000167
ECONODATA,0,,1752,2536372,Jurídica,22707739000170
ECONODATA,0,,1241,2581152,Jurídica,38295758000177
Prospecção Ativa- Vendas Internas,0,,1241,2530980,Jurídica,03579428000129
ERP,1,1.0,1187,845517,Jurídica,91013698000135
ECONODATA,0,,1856,2556286,Jurídica,12760957000115
ECONODATA,0,,1752,1646784,Jurídica,13811078000138
Indicação,0,0.0,1856,1628082,Filial,93654234000133
ERP,0,,1187,845638,Jurídica,05083619000120
Indicação,0,,1328,1259188,Jurídica,78990421000102
ERP,1,1.0,1187,843939,Jurídica,73941445000140
Indicação,0,,1226,2563153,Jurídica,12746884000107
ERP,1,1.0,1187,843184,Jurídica,08593092000172
ERP,1,1.0,1187,2585741,Jurídica,25037781000110
ERP,1,1.0,1187,2364740,Jurídica,28132128000128
ERP,1,1.0,1187,2408581,Jurídica,83703728000107
ERP,1,1.0,1187,2284372,Jurídica,12480799000140
ERP,1,1.0,1187,2126271,Jurídica,19384540000144
ECONODATA,0,,1752,1545833,Jurídica,23024882000120
ERP,1,1.0,1187,842893,Jurídica,09540804000158
Ações de Marketing (RD Station),0,,1189,2700892,Jurídica,22490867000105
ERP,1,1.0,1187,842954,Jurídica,06319139000189
ERP,1,1.0,1187,842083,Jurídica,45130127000163
ECONODATA,0,,1752,1524626,Jurídica,12272094000137
ECONODATA,0,,1752,1601122,Jurídica,01098676000122
ERP,1,1.0,1187,2717790,Jurídica,00301560000186
Indicação,0,,1331,2715126,Jurídica,05378317000180
Ações de Marketing (Internet/Site),0,,1328,945436,Jurídica,79487732000108
Prospecção Ativa- Vendas Internas,0,,1298,2673904,Jurídica,90049289000126
Prospecção Ativa- Vendas Internas,0,,3002,2717401,Jurídica,31921571000192
Indicação,0,,1328,2703764,Jurídica,
ERP,1,1.0,1187,1232649,Jurídica,30001839000105
ERP,1,1.0,1187,843485,Jurídica,04356485000101
ERP,1,1.0,1187,844222,Jurídica,18738228000149
ERP,1,1.0,1187,1993332,Jurídica,07858148000100
ERP,1,1.0,1187,844861,Jurídica,18706869000111
ERP,1,1.0,1187,845211,Jurídica,00058641000105
ERP,1,1.0,1187,2686641,Jurídica,43105562000102
ERP,1,1.0,1187,2650423,Jurídica,19221796000130
ERP,1,1.0,1187,2623134,Jurídica,40297494000132
Indicação,0,,1328,2654377,Jurídica,
ECONODATA,0,,1752,1601157,Jurídica,06931598000119
Indicação,0,,2795,2701171,Jurídica,04290957000170
ERP,1,1.0,1187,845189,Jurídica,61610861000186
Ações de Marketing (Feira),0,,1718,1436850,Jurídica,01383478000100
ERP,1,1.0,1187,2675447,Jurídica,40871468000176
Ligação / Visita Receptiva/ Cliente Contatou,0,,1350,1218415,Jurídica,51466324000150
Ações de Marketing (Feira),5,,1718,1434760,Jurídica,05551222000116
ERP,1,1.0,1187,2418288,Jurídica,54760111000125
ERP,1,1.0,1187,843806,Jurídica,02839894000133
ERP,1,1.0,1187,845341,Jurídica,06313074000164
ERP,1,1.0,1187,841467,Jurídica,05095318000117
ERP,1,1.0,1187,842247,Jurídica,97431043000163
ERP,1,1.0,1187,841624,Jurídica,90852914000173
ERP,1,1.0,1187,844105,Jurídica,07871968000132
ERP,1,1.0,1187,842934,Jurídica,08520646000101
ERP,0,,1187,842672,Jurídica,05095790000150
ERP,1,1.0,1187,2720295,Jurídica,11417001000152
ERP,1,1.0,1187,2686212,Jurídica,31705734000108
ERP,1,1.0,1187,2686172,Jurídica,06243610000100
ERP,1,1.0,1187,2685435,Jurídica,02616920000164
ERP,1,1.0,1187,2685133,Jurídica,06320130000198
ERP,1,1.0,1187,843882,Jurídica,87288940000297
ERP,3,1.0,1187,841233,Jurídica,66595737000102
ERP,1,1.0,1187,844214,Jurídica,00136595000107
ERP,1,1.0,1187,842963,Jurídica,58835661000117
ERP,1,1.0,1187,845629,Jurídica,05039976000272
ERP,1,1.0,1187,843776,Jurídica,14994377000118
ERP,1,1.0,1187,841367,Jurídica,61091963000647
Ligação / Visita Receptiva/ Cliente Contatou,0,,1216,2167645,Jurídica,
Prospecção Ativa- Vendas Internas,0,,2912,2368423,Jurídica,08738529000119
ERP,1,1.0,1187,841375,Jurídica,00940956000173
Indicação,0,,2795,2435567,Jurídica,10463934000113
Ações de Marketing (Internet/Site),0,,1718,1883594,Jurídica,28331655000161
ECONODATA,0,,1752,1603590,Jurídica,02615106000125
ERP,0,,1187,842223,Jurídica,68045954000154
Ações de Marketing (Feira),0,,1718,1447353,Jurídica,28397010000121
ERP,1,1.0,1187,841476,Jurídica,48061121000170
Indicação,0,,1216,1846332,Jurídica,33764756000166
ERP,0,,1187,841360,Jurídica,97837181001895
ECONODATA,0,,1752,1524707,Jurídica,64967672000153
ERP,1,1.0,1187,841691,Jurídica,89723845000119
Ações de Marketing (Internet/Site),0,,1331,2653458,Jurídica,07655829000171
ERP,1,1.0,1187,1206222,Jurídica,24876818000130
ERP,0,,1187,841247,Jurídica,04629585000164
Ações de Marketing (Feira),0,,1718,1463924,Jurídica,14022499000142
ERP,1,1.0,1187,2660945,Jurídica,92065176000140
ERP,1,1.0,1187,841423,Jurídica,54896139000194
Ações de Marketing (Feira),0,,1718,1431853,Jurídica,60509353000143
Indicação,0,,1328,2639430,Jurídica,
ERP,1,1.0,1187,844749,Jurídica,01002560000148
Indicação,0,,1328,1271246,Jurídica,30334288000100
Indicação,0,,1328,1313697,Jurídica,92765361000147
Indicação,0,,2912,2161315,Jurídica,
Ações de Marketing (RD Station),0,,1189,2636339,Jurídica,24073889000103
Indicação,0,,1331,1423263,Jurídica,17910389000105
ECONODATA,0,,1186,1524107,Jurídica,00318024000193
Ligação / Visita Receptiva/ Cliente Contatou,0,0.0,1344,1804737,Jurídica,07737403000167
Indicação,0,,1331,2669511,Jurídica,30245990000199
Indicação,0,,1331,2666717,Jurídica,08027382000159
ECONODATA,0,,1752,1656687,Jurídica,07171743000173
Prospecção Ativa- Vendas Internas,0,,2795,2442430,Jurídica,
Indicação,0,,2795,2673590,Jurídica,15321713000124
Ações de Marketing (Internet/Site),0,,1527,2406704,Jurídica,07783926000140
ERP,1,1.0,2795,2535766,Jurídica,07609581000102
ERP,1,1.0,1187,844307,Jurídica,59320820001509
ERP,1,1.0,1187,844196,Jurídica,84693183000168
ERP,1,1.0,1187,2710773,Jurídica,27570186000170
ERP,0,,1328,2717197,Jurídica,
Indicação,0,,1328,2701295,Jurídica,
ERP,1,1.0,1187,844387,Jurídica,10902338000192
ERP,1,1.0,1187,2701465,Jurídica,34926762000135
ERP,1,1.0,1187,845215,Jurídica,10201875000105
ERP,1,1.0,1187,841370,Jurídica,74598061000139
Indicação,0,,1328,918816,Filial,89729867000510
ERP,1,1.0,1187,845141,Jurídica,76047638000140
ERP,1,1.0,1187,1895186,Jurídica,43443043000154
Indicação,0,,1328,1313729,Jurídica,24758624000130
ECONODATA,0,,1752,1665135,Jurídica,05623823000278
Prospecção Ativa- Vendas Internas,0,,3002,2753266,Jurídica,17635277000193
ECONODATA,0,,1752,1651586,Jurídica,09722593000174
ERP,0,,1187,842169,Jurídica,05038139000148
ERP,1,1.0,1187,842460,Jurídica,10261896000116
ECONODATA,0,,2795,2416157,Jurídica,02619473000105
Ações de Marketing (RD Station),0,,1189,2601984,Física,40232234841
Ações de Marketing (Feira),0,,1718,1429982,Jurídica,03469912000103
ERP,1,1.0,1187,841505,Jurídica,67356345000153
ECONODATA,0,,1241,2753726,Jurídica,38243819000152
Ações de Marketing (Internet/Site),0,,1328,1194497,Jurídica,14495534000140
Indicação,0,,1241,2620935,Jurídica,24684129000124
ECONODATA,0,,1752,1629263,Jurídica,05879532000164
Indicação,0,,1856,2170126,Jurídica,
Indicação,0,,1328,2517735,Jurídica,
Ações de Marketing (Internet/Site),5,,1225,917830,Jurídica,89660757000115
Indicação,0,,1856,2345616,Jurídica,
ECONODATA,0,,1752,2536315,Jurídica,09179933000162
ERP,1,1.0,1187,865451,Jurídica,08359990000160
Ações de Marketing (Feira),0,,1718,1429869,Jurídica,33966391000152
Ações de Marketing (RD Station),0,,1189,2628317,Jurídica,56994700000101
Prospecção Ativa- Vendas Internas,0,,2912,2299824,Jurídica,18422207000110
ERP,1,1.0,1187,843410,Jurídica,56195399000168
ECONODATA,0,,1752,1646713,Jurídica,03761441000102
ECONODATA,0,,1241,2573437,Jurídica,12597946000166
Indicação,0,,2912,2180745,Jurídica,06205004000192
ERP,1,1.0,1298,2182323,Jurídica,08680095000143
ERP,1,1.0,1187,2763766,Jurídica,32240674000150
Ações de Marketing (Feira),0,,1226,1530060,Jurídica,12381705000185
ERP,1,1.0,1187,2439671,Jurídica,27431507000156
ERP,1,1.0,1187,842641,Jurídica,35781830000188
Representantes,0,,1331,2765236,Jurídica,30244033000148
ERP,1,1.0,1187,842870,Jurídica,05928047000133
Ações de Marketing (Feira),0,,1527,1406487,Jurídica,07300261000176
ECONODATA,0,,1328,2751448,Jurídica,
Ações de Marketing (Feira),0,,1718,1431711,Jurídica,08219786000144
ERP,1,1.0,1187,844777,Jurídica,75010595000165
ECONODATA,0,,1752,1656737,Jurídica,22717632000103
ERP,1,1.0,1187,842638,Jurídica,10156843000135
ERP,1,1.0,1187,844278,Jurídica,07426354000141
Indicação,0,,1856,2448255,Jurídica,
ECONODATA,0,,1752,1982553,Jurídica,10650022000150
ECONODATA,0,,1752,1603483,Jurídica,18675528000126
ERP,1,1.0,3002,2705686,Jurídica,24343021000178
ERP,1,1.0,1187,845467,Jurídica,10291625000103
Indicação,0,,1718,2560701,Jurídica,07335416000100
Representantes,0,,3002,3494590,Jurídica,23479402000116
ECONODATA,0,,1752,1524587,Jurídica,05258411000103
ECONODATA,0,,1752,1629500,Jurídica,13616989000104
Ações de Marketing (Internet/Site),0,,1331,2495522,Física,04395491405
Ligação / Visita Receptiva/ Cliente Contatou,0,,1355,3436108,Jurídica,38161887000172
ECONODATA,0,,1752,1603466,Jurídica,05376160000153
ERP,1,1.0,1187,844659,Jurídica,19902684000145
ERP,1,1.0,1187,2654746,Jurídica,12107925000115
